Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Display Name,Swatch Image,Currently Selected
Countryman,Countryman S ALL4,40450,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767712014/Screenshot_2026-01-06_210417_vtllcf.png,0,Signature Plus Trim - Classic Style,,No
Countryman,Countryman S ALL4,40450,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713029/Screenshot_2026-01-06_212340_z5utoy.png,900,Signature Plus Trim - Favoured Style,,No
Countryman,Countryman S ALL4,40450,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713075/Screenshot_2026-01-06_212426_goswgp.png,3400,Iconic Trim - Classic Style,,No
Countryman,Countryman S ALL4,40450,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713133/Screenshot_2026-01-06_212528_h4dwvw.png,4300,Iconic Trim - Favoured Style,,No
Countryman,Countryman S ALL4,40450,Trim & Style,Trim & Style,Iconic Trim - John Cooper Works Style,No,John Cooper Works Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713173/Screenshot_2026-01-06_212600_dv00nw.png,4800,Iconic Trim - John Cooper Works Style,,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707383/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Slate Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707394/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_1_slate_blue_metallic.png,650,Slate Blue Metallic,https://assets.autointel.ai/wQz2AXc7/QWGx8dFEcbfqj3pI-gdxMg,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Smokey Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707404/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_2_smokey_green_metallic.png,650,Smokey Green Metallic,https://assets.autointel.ai/wQz2AXc7/-gwVaPfq0UP4e-FApSThSQ,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707415/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_3_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707426/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_4_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707437/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_5_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707449/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_6_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707462/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_7_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Countryman,Countryman S ALL4,40450,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707473/mini_cooper_cars/countryman_s_all4/exterior_colors/mini_cooper_cars/countryman_s_all4/exterior_colors/exterior_colors_8_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Countryman,Countryman S ALL4,40450,Roof & Mirror,Roof and Mirror Caps,Silver Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707486/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/roof_mirror_caps_0_silver_roof_and_mirror_caps.png,0,Silver Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/efwck2sruHz4BP90xigw4w,No
Countryman,Countryman S ALL4,40450,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707496/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/roof_mirror_caps_1_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,Yes
Countryman,Countryman S ALL4,40450,Roof & Mirror,Roof and Mirror Caps,Roof in body color,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707507/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/roof_mirror_caps_2_roof_in_body_color.png,0,Roof in body color,,No
Countryman,Countryman S ALL4,40450,Roof & Mirror,Roof and Mirror Caps,White Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707518/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/mini_cooper_cars/countryman_s_all4/roof_mirror_caps/roof_mirror_caps_3_white_roof_and_mirror_caps.png,0,White Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/V4CWEG9aBd7e82Y2b1gX3A,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"18"" Asteroid Spoke Black with All-SeasonTires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707528/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_0_18__asteroid_spoke_black_with_all-seasontires.png,0,18_ Asteroid Spoke Black with All-SeasonTires,https://assets.autointel.ai/wQz2AXc7/5mIfwEnSjVf4SYT07o10ZA,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"18"" Asteroid Spoke Vibrant Silver with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707539/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_1_18__asteroid_spoke_vibrant_silver_with_all-season_tires.png,0,18_ Asteroid Spoke Vibrant Silver with All-Season Tires,https://assets.autointel.ai/wQz2AXc7/jXURaYyPrmikOohaCQw0Uw,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"18"" Asteroid Spoke with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707552/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_2_18__asteroid_spoke_with_all-season_tires.png,0,18_ Asteroid Spoke with All-Season Tires,https://assets.autointel.ai/wQz2AXc7/jXURaYyPrmikOohaCQw0Uw,Yes
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"19"" John Cooper Works Runway Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707562/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_3_19__john_cooper_works_runway_spoke_blackwith_all-season_tires.png,750,19_ John Cooper Works Runway Spoke Blackwith All-Season Tires,,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"19"" Kaleido Spoke 2-Tone with All-SeasonTires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707575/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_4_19__kaleido_spoke_2-tone_with_all-seasontires.png,750,19_ Kaleido Spoke 2-Tone with All-SeasonTires,https://assets.autointel.ai/wQz2AXc7/eiioL_iiqluQwBYD5XmG8g,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"20"" John Cooper Works Flag Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707587/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_5_20__john_cooper_works_flag_spoke_2-tone_with_summer_tires.png,0,20_ John Cooper Works Flag Spoke 2-Tone with Summer Tires,,No
Countryman,Countryman S ALL4,40450,Wheels,Wheels,"20"" Windmill Spoke with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707599/mini_cooper_cars/countryman_s_all4/wheels/mini_cooper_cars/countryman_s_all4/wheels/wheels_6_20__windmill_spoke_with_summer_tires.png,1250,20_ Windmill Spoke with Summer Tires,,No
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin/cloth combination  Black/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707611/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_0_vescin_cloth_combination__black_blue.png,500,Vescin_cloth combination  Black_Blue,,Yes
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin Beige,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707623/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_1_vescin_beige.png,500,Vescin Beige,,No
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707636/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_2_vescin_cord_combination_jcw_black.png,500,Vescin_Cord combination JCW Black,,No
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707648/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_3_vescin_cloth_combination_grey_blue.png,500,Vescin_cloth combination Grey_Blue,,No
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin Dark Petrol,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707660/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_4_vescin_dark_petrol.png,500,Vescin Dark Petrol,,No
Countryman,Countryman S ALL4,40450,Interior,Interior,Vescin Vintage Brown,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707671/mini_cooper_cars/countryman_s_all4/interior/mini_cooper_cars/countryman_s_all4/interior/interior_5_vescin_vintage_brown.png,500,Vescin Vintage Brown,,No
Countryman,JCW Countryman ALL4,46900,Trim & Style,Trim & Style,Signature Plus Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713248/Screenshot_2026-01-06_212721_ti5sr6.png,0,Signature Plus Trim - none,,No
Countryman,JCW Countryman ALL4,46900,Trim & Style,Trim & Style,Iconic Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713292/Screenshot_2026-01-06_212804_m5zdsj.png,2500,Iconic Trim - none,,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707701/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Slate Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707712/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_1_slate_blue_metallic.png,650,Slate Blue Metallic,https://assets.autointel.ai/wQz2AXc7/QWGx8dFEcbfqj3pI-gdxMg,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Smokey Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707722/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_2_smokey_green_metallic.png,650,Smokey Green Metallic,https://assets.autointel.ai/wQz2AXc7/-gwVaPfq0UP4e-FApSThSQ,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Legend Grey Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707733/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_3_legend_grey_metallic.png,650,Legend Grey Metallic,https://assets.autointel.ai/wQz2AXc7/f-1xCs4DGYmA1tlfYgjGkg,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707744/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_4_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707755/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_5_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707766/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_6_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707778/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_7_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707790/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_8_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Countryman,JCW Countryman ALL4,46900,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707802/mini_cooper_cars/jcw_countryman_all4/exterior_colors/mini_cooper_cars/jcw_countryman_all4/exterior_colors/exterior_colors_9_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Countryman,JCW Countryman ALL4,46900,Roof & Mirror,Roof and Mirror Caps,Chili Red Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707812/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/roof_mirror_caps_0_chili_red_roof_and_mirror_caps.png,0,Chili Red Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/q8xsY3Bsk-dixXUQMqOLkg,No
Countryman,JCW Countryman ALL4,46900,Roof & Mirror,Roof and Mirror Caps,Roof in body color,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707825/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/roof_mirror_caps_1_roof_in_body_color.png,0,Roof in body color,,No
Countryman,JCW Countryman ALL4,46900,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707838/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/mini_cooper_cars/jcw_countryman_all4/roof_mirror_caps/roof_mirror_caps_2_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,Yes
Countryman,JCW Countryman ALL4,46900,Wheels,Wheels,"19"" John Cooper Works Runway Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707849/mini_cooper_cars/jcw_countryman_all4/wheels/mini_cooper_cars/jcw_countryman_all4/wheels/wheels_0_19__john_cooper_works_runway_spoke_blackwith_all-season_tires.png,0,19_ John Cooper Works Runway Spoke Blackwith All-Season Tires,https://assets.autointel.ai/wQz2AXc7/wTFdt_Jzc5J874CKuylW_A,Yes
Countryman,JCW Countryman ALL4,46900,Wheels,Wheels,"19"" John Cooper Works Runway Spoke Blackwith Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707860/mini_cooper_cars/jcw_countryman_all4/wheels/mini_cooper_cars/jcw_countryman_all4/wheels/wheels_1_19__john_cooper_works_runway_spoke_blackwith_summer_tires.png,0,19_ John Cooper Works Runway Spoke Blackwith Summer Tires,,No
Countryman,JCW Countryman ALL4,46900,Wheels,Wheels,"20"" John Cooper Works Flag Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707870/mini_cooper_cars/jcw_countryman_all4/wheels/mini_cooper_cars/jcw_countryman_all4/wheels/wheels_2_20__john_cooper_works_flag_spoke_2-tone_with_summer_tires.png,750,20_ John Cooper Works Flag Spoke 2-Tone with Summer Tires,,No
Countryman,JCW Countryman ALL4,46900,Wheels,Wheels,"20"" John Cooper Works Flag Spoke 2-Tone with Sport Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707881/mini_cooper_cars/jcw_countryman_all4/wheels/mini_cooper_cars/jcw_countryman_all4/wheels/wheels_3_20__john_cooper_works_flag_spoke_2-tone_with_sport_tires.png,750,20_ John Cooper Works Flag Spoke 2-Tone with Sport Tires,,No
Countryman,JCW Countryman ALL4,46900,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707892/mini_cooper_cars/jcw_countryman_all4/interior/mini_cooper_cars/jcw_countryman_all4/interior/interior_0_vescin_cord_combination_jcw_black.png,500,Vescin_Cord combination JCW Black,,Yes
Countryman SE,COUNTRYMAN SE ALL4,45200,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713417/Screenshot_2026-01-06_213003_d1lzat.png,0,Signature Plus Trim - Classic Style,,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713526/Screenshot_2026-01-06_213115_qwgjt4.png,600,Signature Plus Trim - Favoured Style,,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713578/Screenshot_2026-01-06_213247_u9yhit.png,3400,Iconic Trim - Classic Style,,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767713613/Screenshot_2026-01-06_213327_cwai3m.png,4000,Iconic Trim - Favoured Style,,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Trim & Style,Trim & Style,Iconic Trim - John Cooper Works Style,No,John Cooper Works Style,,4150,Iconic Trim - John Cooper Works Style,,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707925/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Slate Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707935/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_1_slate_blue_metallic.png,650,Slate Blue Metallic,https://assets.autointel.ai/wQz2AXc7/QWGx8dFEcbfqj3pI-gdxMg,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Smokey Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707947/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_2_smokey_green_metallic.png,650,Smokey Green Metallic,https://assets.autointel.ai/wQz2AXc7/-gwVaPfq0UP4e-FApSThSQ,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707958/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_3_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707968/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_4_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707979/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_5_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767707989/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_6_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708000/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_7_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708011/mini_cooper_cars/countryman_se_all4/exterior_colors/mini_cooper_cars/countryman_se_all4/exterior_colors/exterior_colors_8_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Roof & Mirror,Roof and Mirror Caps,Silver Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708023/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/roof_mirror_caps_0_silver_roof_and_mirror_caps.png,0,Silver Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/efwck2sruHz4BP90xigw4w,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Roof & Mirror,Roof and Mirror Caps,Roof in body color,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708034/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/roof_mirror_caps_1_roof_in_body_color.png,0,Roof in body color,,Yes
Countryman SE,COUNTRYMAN SE ALL4,45200,Roof & Mirror,Roof and Mirror Caps,White Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708046/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/roof_mirror_caps_2_white_roof_and_mirror_caps.png,0,White Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/V4CWEG9aBd7e82Y2b1gX3A,No
Countryman SE,COUNTRYMAN SE ALL4,45200,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708061/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/mini_cooper_cars/countryman_se_all4/roof_mirror_caps/roof_mirror_caps_3_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,No
